order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,is_late_delivery,delivery_delay_days,order_year,order_month,order_year_month
ord_000067,c_001487,delivered,2017-11-05 00:00:00,2017-11-05 00:00:00,2017-11-08 00:00:00,2017-11-15 00:00:00,2017-11-30 00:00:00,0,0,2017,11,2017-11
ord_000068,c_000088,delivered,2017-07-05 00:00:00,2017-07-05 00:00:00,2017-07-08 00:00:00,2017-07-25 00:00:00,2017-07-29 00:00:00,0,0,2017,7,2017-07
ord_000069,c_000217,delivered,2017-09-18 00:00:00,2017-09-18 00:00:00,2017-09-19 00:00:00,2017-09-25 00:00:00,2017-10-07 00:00:00,0,0,2017,9,2017-09
ord_000070,c_000001,delivered,2018-06-12 00:00:00,2018-06-12 00:00:00,2018-06-14 00:00:00,2018-06-26 00:00:00,2018-06-29 00:00:00,0,0,2018,6,2018-06
ord_000071,c_001159,delivered,2017-09-30 00:00:00,2017-09-30 00:00:00,2017-10-01 00:00:00,2017-10-06 00:00:00,2017-10-16 00:00:00,0,0,2017,9,2017-09
ord_000072,c_001375,delivered,2017-06-09 00:00:00,2017-06-09 00:00:00,2017-06-11 00:00:00,2017-06-23 00:00:00,2017-06-23 00:00:00,0,0,2017,6,2017-06
ord_000073,c_000140,delivered,2017-08-12 00:00:00,2017-08-12 00:00:00,2017-08-14 00:00:00,2017-08-18 00:00:00,2017-08-26 00:00:00,0,0,2017,8,2017-08
ord_000074,c_000618,delivered,2017-09-13 00:00:00,2017-09-13 00:00:00,2017-09-16 00:00:00,2017-09-28 00:00:00,2017-10-01 00:00:00,0,0,2017,9,2017-09
ord_000075,c_000133,delivered,2017-06-29 00:00:00,2017-06-29 00:00:00,2017-06-30 00:00:00,2017-07-03 00:00:00,2017-07-23 00:00:00,0,0,2017,6,2017-06
ord_000076,c_000178,delivered,2017-01-20 00:00:00,2017-01-20 00:00:00,2017-01-21 00:00:00,2017-01-27 00:00:00,2017-02-05 00:00:00,0,0,2017,1,2017-01
ord_000077,c_000810,delivered,2018-04-13 00:00:00,2018-04-13 00:00:00,2018-04-15 00:00:00,2018-04-30 00:00:00,2018-05-06 00:00:00,0,0,2018,4,2018-04
ord_000078,c_001382,delivered,2017-07-29 00:00:00,2017-07-29 00:00:00,2017-07-30 00:00:00,2017-08-02 00:00:00,2017-08-23 00:00:00,0,0,2017,7,2017-07
ord_000079,c_000380,delivered,2018-05-28 00:00:00,2018-05-28 00:00:00,2018-05-31 00:00:00,2018-06-14 00:00:00,2018-06-14 00:00:00,0,0,2018,5,2018-05
ord_000080,c_000908,delivered,2017-02-27 00:00:00,2017-02-27 00:00:00,2017-03-02 00:00:00,2017-03-15 00:00:00,2017-03-24 00:00:00,0,0,2017,2,2017-02
ord_000081,c_000658,delivered,2017-04-03 00:00:00,2017-04-03 00:00:00,2017-04-04 00:00:00,2017-04-19 00:00:00,2017-04-20 00:00:00,0,0,2017,4,2017-04
ord_000082,c_000450,delivered,2017-08-09 00:00:00,2017-08-09 00:00:00,2017-08-10 00:00:00,2017-08-27 00:00:00,2017-08-29 00:00:00,0,0,2017,8,2017-08
ord_000083,c_000586,delivered,2017-08-20 00:00:00,2017-08-20 00:00:00,2017-08-23 00:00:00,2017-09-09 00:00:00,2017-09-01 00:00:00,1,8,2017,8,2017-08
ord_000084,c_000463,delivered,2017-12-30 00:00:00,2017-12-30 00:00:00,2017-12-31 00:00:00,2018-01-14 00:00:00,2018-01-18 00:00:00,0,0,2017,12,2017-12
ord_000085,c_000990,delivered,2018-07-16 00:00:00,2018-07-16 00:00:00,2018-07-18 00:00:00,2018-08-02 00:00:00,2018-08-06 00:00:00,0,0,2018,7,2018-07
ord_000086,c_001132,delivered,2018-01-09 00:00:00,2018-01-09 00:00:00,2018-01-10 00:00:00,2018-01-24 00:00:00,2018-02-02 00:00:00,0,0,2018,1,2018-01
ord_000087,c_000122,delivered,2018-04-01 00:00:00,2018-04-01 00:00:00,2018-04-03 00:00:00,2018-04-22 00:00:00,2018-04-25 00:00:00,0,0,2018,4,2018-04
ord_000088,c_000017,delivered,2017-03-29 00:00:00,2017-03-29 00:00:00,2017-03-30 00:00:00,2017-04-05 00:00:00,2017-04-14 00:00:00,0,0,2017,3,2017-03
ord_000089,c_001220,delivered,2017-01-20 00:00:00,2017-01-20 00:00:00,2017-01-21 00:00:00,2017-02-06 00:00:00,2017-02-13 00:00:00,0,0,2017,1,2017-01
ord_000090,c_000327,delivered,2017-01-14 00:00:00,2017-01-14 00:00:00,2017-01-17 00:00:00,2017-02-05 00:00:00,2017-01-31 00:00:00,1,5,2017,1,2017-01
ord_000091,c_000318,delivered,2017-05-13 00:00:00,2017-05-13 00:00:00,2017-05-15 00:00:00,2017-05-29 00:00:00,2017-05-30 00:00:00,0,0,2017,5,2017-05
ord_000092,c_000809,delivered,2017-02-03 00:00:00,2017-02-03 00:00:00,2017-02-06 00:00:00,2017-02-24 00:00:00,2017-02-15 00:00:00,1,9,2017,2,2017-02
ord_000093,c_001276,delivered,2017-07-27 00:00:00,2017-07-27 00:00:00,2017-07-28 00:00:00,2017-08-10 00:00:00,2017-08-10 00:00:00,0,0,2017,7,2017-07
ord_000094,c_000503,delivered,2017-07-18 00:00:00,2017-07-18 00:00:00,2017-07-21 00:00:00,2017-07-27 00:00:00,2017-08-10 00:00:00,0,0,2017,7,2017-07
ord_000095,c_000119,delivered,2018-08-15 00:00:00,2018-08-15 00:00:00,2018-08-16 00:00:00,2018-08-27 00:00:00,2018-09-01 00:00:00,0,0,2018,8,2018-08
ord_000096,c_000710,shipped,2018-08-06 00:00:00,2018-08-06 00:00:00,2018-08-07 00:00:00,,2018-08-31 00:00:00,0,0,2018,8,2018-08
ord_000097,c_000045,delivered,2017-06-04 00:00:00,2017-06-04 00:00:00,2017-06-05 00:00:00,2017-06-26 00:00:00,2017-06-30 00:00:00,0,0,2017,6,2017-06
ord_000098,c_000314,delivered,2018-08-13 00:00:00,2018-08-13 00:00:00,2018-08-15 00:00:00,2018-08-30 00:00:00,2018-09-07 00:00:00,0,0,2018,8,2018-08
ord_000099,c_001203,delivered,2017-03-19 00:00:00,2017-03-19 00:00:00,2017-03-21 00:00:00,2017-04-06 00:00:00,2017-04-10 00:00:00,0,0,2017,3,2017-03
ord_000100,c_000418,delivered,2017-06-21 00:00:00,2017-06-21 00:00:00,2017-06-23 00:00:00,2017-07-05 00:00:00,2017-07-13 00:00:00,0,0,2017,6,2017-06
ord_000101,c_000556,delivered,2017-10-16 00:00:00,2017-10-16 00:00:00,2017-10-19 00:00:00,2017-10-25 00:00:00,2017-11-05 00:00:00,0,0,2017,10,2017-10
ord_000102,c_001102,delivered,2018-06-29 00:00:00,2018-06-29 00:00:00,2018-06-30 00:00:00,2018-07-16 00:00:00,2018-07-16 00:00:00,0,0,2018,6,2018-06
ord_000103,c_000326,delivered,2018-02-24 00:00:00,2018-02-24 00:00:00,2018-02-27 00:00:00,2018-03-02 00:00:00,2018-03-23 00:00:00,0,0,2018,2,2018-02
ord_000104,c_001381,delivered,2017-01-07 00:00:00,2017-01-07 00:00:00,2017-01-10 00:00:00,2017-01-29 00:00:00,2017-02-02 00:00:00,0,0,2017,1,2017-01
ord_000105,c_001440,delivered,2017-06-09 00:00:00,2017-06-09 00:00:00,2017-06-10 00:00:00,2017-07-02 00:00:00,2017-07-02 00:00:00,0,0,2017,6,2017-06
ord_000106,c_000515,delivered,2017-08-28 00:00:00,2017-08-28 00:00:00,2017-08-31 00:00:00,2017-09-11 00:00:00,2017-09-21 00:00:00,0,0,2017,8,2017-08
ord_000107,c_000214,delivered,2018-02-27 00:00:00,2018-02-27 00:00:00,2018-02-28 00:00:00,2018-03-19 00:00:00,2018-03-16 00:00:00,1,3,2018,2,2018-02
ord_000108,c_000074,delivered,2018-06-20 00:00:00,2018-06-20 00:00:00,2018-06-21 00:00:00,2018-07-10 00:00:00,2018-07-02 00:00:00,1,8,2018,6,2018-06
ord_000109,c_000509,delivered,2017-03-11 00:00:00,2017-03-11 00:00:00,2017-03-12 00:00:00,2017-03-17 00:00:00,2017-03-31 00:00:00,0,0,2017,3,2017-03
ord_000110,c_000332,delivered,2017-08-04 00:00:00,2017-08-04 00:00:00,2017-08-05 00:00:00,2017-08-21 00:00:00,2017-08-31 00:00:00,0,0,2017,8,2017-08
ord_000111,c_001117,delivered,2017-04-14 00:00:00,2017-04-14 00:00:00,2017-04-17 00:00:00,2017-04-24 00:00:00,2017-04-29 00:00:00,0,0,2017,4,2017-04
ord_000112,c_000688,delivered,2017-02-23 00:00:00,2017-02-23 00:00:00,2017-02-26 00:00:00,2017-03-17 00:00:00,2017-03-21 00:00:00,0,0,2017,2,2017-02
ord_000113,c_000657,delivered,2017-11-26 00:00:00,2017-11-26 00:00:00,2017-11-29 00:00:00,2017-12-02 00:00:00,2017-12-09 00:00:00,0,0,2017,11,2017-11
ord_000114,c_001293,delivered,2017-07-22 00:00:00,2017-07-22 00:00:00,2017-07-24 00:00:00,2017-07-27 00:00:00,2017-08-03 00:00:00,0,0,2017,7,2017-07
ord_000115,c_001400,delivered,2017-10-15 00:00:00,2017-10-15 00:00:00,2017-10-18 00:00:00,2017-11-04 00:00:00,2017-10-29 00:00:00,1,6,2017,10,2017-10
ord_000116,c_001028,delivered,2017-02-14 00:00:00,2017-02-14 00:00:00,2017-02-17 00:00:00,2017-02-26 00:00:00,2017-02-28 00:00:00,0,0,2017,2,2017-02
ord_000117,c_001162,delivered,2017-07-17 00:00:00,2017-07-17 00:00:00,2017-07-19 00:00:00,2017-07-26 00:00:00,2017-08-02 00:00:00,0,0,2017,7,2017-07
ord_000118,c_001255,delivered,2017-08-04 00:00:00,2017-08-04 00:00:00,2017-08-05 00:00:00,2017-08-28 00:00:00,2017-08-16 00:00:00,1,12,2017,8,2017-08
ord_000119,c_000600,delivered,2018-04-26 00:00:00,2018-04-26 00:00:00,2018-04-27 00:00:00,2018-05-08 00:00:00,2018-05-14 00:00:00,0,0,2018,4,2018-04
ord_000120,c_001076,delivered,2017-11-05 00:00:00,2017-11-05 00:00:00,2017-11-06 00:00:00,2017-11-13 00:00:00,2017-11-29 00:00:00,0,0,2017,11,2017-11
ord_000121,c_000325,delivered,2018-03-11 00:00:00,2018-03-11 00:00:00,2018-03-13 00:00:00,2018-03-16 00:00:00,2018-03-23 00:00:00,0,0,2018,3,2018-03
ord_000122,c_000992,delivered,2017-11-28 00:00:00,2017-11-28 00:00:00,2017-12-01 00:00:00,2017-12-16 00:00:00,2017-12-13 00:00:00,1,3,2017,11,2017-11
ord_000123,c_000717,delivered,2017-01-27 00:00:00,2017-01-27 00:00:00,2017-01-30 00:00:00,2017-02-08 00:00:00,2017-02-13 00:00:00,0,0,2017,1,2017-01
ord_000124,c_000723,delivered,2017-06-15 00:00:00,2017-06-15 00:00:00,2017-06-18 00:00:00,2017-07-07 00:00:00,2017-07-11 00:00:00,0,0,2017,6,2017-06
ord_000125,c_000277,invoiced,2017-11-14 00:00:00,2017-11-14 00:00:00,2017-11-17 00:00:00,,2017-11-26 00:00:00,0,0,2017,11,2017-11
ord_000126,c_000536,delivered,2017-10-01 00:00:00,2017-10-01 00:00:00,2017-10-03 00:00:00,2017-10-08 00:00:00,2017-10-19 00:00:00,0,0,2017,10,2017-10
ord_000127,c_000152,delivered,2018-01-18 00:00:00,2018-01-18 00:00:00,2018-01-21 00:00:00,2018-01-31 00:00:00,2018-02-08 00:00:00,0,0,2018,1,2018-01
ord_000128,c_000955,delivered,2017-12-31 00:00:00,2017-12-31 00:00:00,2018-01-01 00:00:00,2018-01-11 00:00:00,2018-01-26 00:00:00,0,0,2017,12,2017-12
ord_000129,c_000259,delivered,2017-04-13 00:00:00,2017-04-13 00:00:00,2017-04-15 00:00:00,2017-04-29 00:00:00,2017-05-01 00:00:00,0,0,2017,4,2017-04
ord_000130,c_000324,delivered,2018-05-18 00:00:00,2018-05-18 00:00:00,2018-05-20 00:00:00,2018-05-28 00:00:00,2018-06-01 00:00:00,0,0,2018,5,2018-05
ord_000131,c_001017,delivered,2018-01-08 00:00:00,2018-01-08 00:00:00,2018-01-09 00:00:00,2018-01-18 00:00:00,2018-01-23 00:00:00,0,0,2018,1,2018-01
ord_000132,c_000869,delivered,2017-09-02 00:00:00,2017-09-02 00:00:00,2017-09-03 00:00:00,2017-09-09 00:00:00,2017-09-19 00:00:00,0,0,2017,9,2017-09
ord_000133,c_001192,delivered,2017-06-18 00:00:00,2017-06-18 00:00:00,2017-06-21 00:00:00,2017-07-06 00:00:00,2017-07-13 00:00:00,0,0,2017,6,2017-06
ord_000134,c_000688,delivered,2018-02-22 00:00:00,2018-02-22 00:00:00,2018-02-23 00:00:00,2018-03-09 00:00:00,2018-03-16 00:00:00,0,0,2018,2,2018-02
ord_000135,c_000310,delivered,2017-12-22 00:00:00,2017-12-22 00:00:00,2017-12-24 00:00:00,2018-01-10 00:00:00,2018-01-09 00:00:00,1,1,2017,12,2017-12
ord_000136,c_000803,delivered,2018-04-23 00:00:00,2018-04-23 00:00:00,2018-04-25 00:00:00,2018-05-02 00:00:00,2018-05-18 00:00:00,0,0,2018,4,2018-04
ord_000137,c_001080,delivered,2017-05-05 00:00:00,2017-05-05 00:00:00,2017-05-07 00:00:00,2017-05-17 00:00:00,2017-05-29 00:00:00,0,0,2017,5,2017-05
ord_000138,c_000620,delivered,2018-06-21 00:00:00,2018-06-21 00:00:00,2018-06-24 00:00:00,2018-06-27 00:00:00,2018-07-06 00:00:00,0,0,2018,6,2018-06
ord_000139,c_000473,delivered,2018-02-06 00:00:00,2018-02-06 00:00:00,2018-02-09 00:00:00,2018-02-17 00:00:00,2018-02-27 00:00:00,0,0,2018,2,2018-02
ord_000140,c_001320,delivered,2018-06-01 00:00:00,2018-06-01 00:00:00,2018-06-02 00:00:00,2018-06-11 00:00:00,2018-06-23 00:00:00,0,0,2018,6,2018-06
ord_000141,c_000461,delivered,2018-06-15 00:00:00,2018-06-15 00:00:00,2018-06-18 00:00:00,2018-06-22 00:00:00,2018-07-05 00:00:00,0,0,2018,6,2018-06
ord_000142,c_001348,delivered,2017-09-11 00:00:00,2017-09-11 00:00:00,2017-09-14 00:00:00,2017-09-27 00:00:00,2017-10-01 00:00:00,0,0,2017,9,2017-09
ord_000143,c_000814,delivered,2017-05-01 00:00:00,2017-05-01 00:00:00,2017-05-03 00:00:00,2017-05-23 00:00:00,2017-05-21 00:00:00,1,2,2017,5,2017-05
ord_000144,c_000846,delivered,2017-02-01 00:00:00,2017-02-01 00:00:00,2017-02-03 00:00:00,2017-02-11 00:00:00,2017-02-28 00:00:00,0,0,2017,2,2017-02
ord_000145,c_001165,delivered,2017-02-06 00:00:00,2017-02-06 00:00:00,2017-02-07 00:00:00,2017-02-19 00:00:00,2017-03-01 00:00:00,0,0,2017,2,2017-02
ord_000146,c_000667,delivered,2017-12-08 00:00:00,2017-12-08 00:00:00,2017-12-10 00:00:00,2017-12-23 00:00:00,2017-12-29 00:00:00,0,0,2017,12,2017-12
ord_000147,c_000262,delivered,2017-01-13 00:00:00,2017-01-13 00:00:00,2017-01-16 00:00:00,2017-01-19 00:00:00,2017-01-30 00:00:00,0,0,2017,1,2017-01
