customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
c_000178,cu_000644,82982,sao paulo,SP
c_000179,cu_000616,65922,brasilia,DF
c_000180,cu_000195,58231,sao paulo,SP
c_000181,cu_000489,39301,sao paulo,SP
c_000182,cu_000157,72711,sao paulo,SP
c_000183,cu_000610,51323,brasilia,DF
c_000184,cu_000412,28752,recife,PE
c_000185,cu_001103,92205,sao paulo,SP
c_000186,cu_001148,23395,belo horizonte,MG
c_000187,cu_000471,95957,salvador,BA
c_000188,cu_000516,66273,belo horizonte,MG
c_000189,cu_001128,14895,rio de janeiro,RJ
c_000190,cu_000393,86559,sao paulo,SP
c_000191,cu_000631,20699,sao paulo,SP
c_000192,cu_000608,75061,fortaleza,CE
c_000193,cu_000980,19715,fortaleza,CE
c_000194,cu_000434,29169,belo horizonte,MG
c_000195,cu_001167,26163,sao paulo,SP
c_000196,cu_000540,15782,sao paulo,SP
c_000197,cu_000278,98177,porto alegre,RS
c_000198,cu_000233,94328,fortaleza,CE
c_000199,cu_001114,45585,recife,PE
c_000200,cu_000362,40682,curitiba,PR
c_000201,cu_000026,57864,belo horizonte,MG
c_000202,cu_001049,94416,sao paulo,SP
c_000203,cu_000507,65114,sao paulo,SP
c_000204,cu_000267,48067,fortaleza,CE
c_000205,cu_000461,52685,belo horizonte,MG
c_000206,cu_000456,28073,sao paulo,SP
c_000207,cu_001092,46035,sao paulo,SP
c_000208,cu_001007,74977,belo horizonte,MG
c_000209,cu_000863,93362,sao paulo,SP
c_000210,cu_000491,75450,sao paulo,SP
c_000211,cu_001073,20382,rio de janeiro,RJ
c_000212,cu_000564,14437,porto alegre,RS
c_000213,cu_001126,80971,belo horizonte,MG
c_000214,cu_000216,74612,sao paulo,SP
c_000215,cu_000559,71929,porto alegre,RS
c_000216,cu_000159,22329,sao paulo,SP
c_000217,cu_000489,35169,sao paulo,SP
c_000218,cu_000686,97468,curitiba,PR
c_000219,cu_000794,44594,belo horizonte,MG
c_000220,cu_000005,86957,florianopolis,SC
c_000221,cu_000361,70631,belo horizonte,MG
c_000222,cu_000459,55033,belo horizonte,MG
c_000223,cu_000248,73133,sao paulo,SP
c_000224,cu_000946,83165,sao paulo,SP
c_000225,cu_000422,83861,sao paulo,SP
c_000226,cu_000015,62290,sao paulo,SP
c_000227,cu_000736,41750,goiania,GO
c_000228,cu_001146,50461,sao paulo,SP
c_000229,cu_000277,83800,fortaleza,CE
c_000230,cu_000453,88222,belo horizonte,MG
c_000231,cu_000598,34226,salvador,BA
c_000232,cu_000446,16721,rio de janeiro,RJ
c_000233,cu_000210,66154,belo horizonte,MG
c_000234,cu_000714,30609,rio de janeiro,RJ
c_000235,cu_000302,62130,sao paulo,SP
c_000236,cu_000003,82909,porto alegre,RS
c_000237,cu_000990,65249,sao paulo,SP
c_000238,cu_001117,58895,sao paulo,SP
c_000239,cu_000520,15656,belo horizonte,MG
c_000240,cu_000493,84520,sao paulo,SP
c_000241,cu_000620,73740,brasilia,DF
c_000242,cu_001185,74309,goiania,GO
c_000243,cu_000331,39984,fortaleza,CE
c_000244,cu_000333,83822,sao paulo,SP
c_000245,cu_000050,15901,sao paulo,SP
c_000246,cu_000863,41552,brasilia,DF
c_000247,cu_000272,41055,rio de janeiro,RJ
c_000248,cu_000580,47685,goiania,GO
c_000249,cu_000560,83965,goiania,GO
c_000250,cu_000696,24716,florianopolis,SC
c_000251,cu_001114,21138,sao paulo,SP
c_000252,cu_000446,45298,sao paulo,SP
c_000253,cu_001017,61112,florianopolis,SC
c_000254,cu_001163,33429,sao paulo,SP
c_000255,cu_000357,60200,sao paulo,SP
c_000256,cu_000274,81308,belo horizonte,MG
c_000257,cu_001043,58244,brasilia,DF
c_000258,cu_000311,27347,porto alegre,RS
c_000259,cu_000870,26920,belo horizonte,MG
c_000260,cu_000886,41822,sao paulo,SP
c_000261,cu_000154,56659,belo horizonte,MG
c_000262,cu_000620,50108,vitoria,ES
c_000263,cu_000883,99099,sao paulo,SP
c_000264,cu_000797,17967,rio de janeiro,RJ
c_000265,cu_000125,21871,recife,PE
c_000266,cu_000619,87452,curitiba,PR
c_000267,cu_000245,84270,porto alegre,RS
c_000268,cu_000848,43613,porto alegre,RS
c_000269,cu_000450,38179,sao paulo,SP
c_000270,cu_000930,62188,sao paulo,SP
c_000271,cu_000520,65099,salvador,BA
c_000272,cu_001165,45262,salvador,BA
c_000273,cu_000362,88213,recife,PE
c_000274,cu_000008,28268,fortaleza,CE
c_000275,cu_000478,87866,rio de janeiro,RJ
c_000276,cu_000495,96269,rio de janeiro,RJ
c_000277,cu_000833,70545,salvador,BA
c_000278,cu_001063,82146,belo horizonte,MG
c_000279,cu_000593,81966,porto alegre,RS
c_000280,cu_000187,49922,salvador,BA
c_000281,cu_000754,89364,fortaleza,CE
c_000282,cu_000093,52913,sao paulo,SP
c_000283,cu_000086,65677,sao paulo,SP
c_000284,cu_001068,59841,sao paulo,SP
c_000285,cu_000137,56332,belo horizonte,MG
c_000286,cu_000421,35032,sao paulo,SP
c_000287,cu_000074,47846,rio de janeiro,RJ
c_000288,cu_001180,69474,rio de janeiro,RJ
c_000289,cu_000171,54936,sao paulo,SP
c_000290,cu_000170,39794,belo horizonte,MG
c_000291,cu_000872,71588,sao paulo,SP
c_000292,cu_000322,80984,sao paulo,SP
c_000293,cu_000456,60331,florianopolis,SC
c_000294,cu_000944,38141,sao paulo,SP
c_000295,cu_000790,19074,sao paulo,SP
c_000296,cu_000613,16406,rio de janeiro,RJ
c_000297,cu_001179,33291,curitiba,PR
c_000298,cu_000889,51568,sao paulo,SP
c_000299,cu_000349,56851,belo horizonte,MG
c_000300,cu_001197,64823,sao paulo,SP
c_000301,cu_000010,33312,sao paulo,SP
c_000302,cu_000740,53108,rio de janeiro,RJ
c_000303,cu_000667,76918,rio de janeiro,RJ
c_000304,cu_000546,44171,belo horizonte,MG
c_000305,cu_000129,51779,porto alegre,RS
c_000306,cu_000601,78828,goiania,GO
c_000307,cu_000605,22411,rio de janeiro,RJ
c_000308,cu_000327,67009,sao paulo,SP
c_000309,cu_000980,25422,salvador,BA
c_000310,cu_000404,52468,sao paulo,SP
c_000311,cu_000629,42371,rio de janeiro,RJ
c_000312,cu_000718,67022,sao paulo,SP
c_000313,cu_001041,81229,sao paulo,SP
c_000314,cu_000274,61196,goiania,GO
c_000315,cu_000685,90354,florianopolis,SC
c_000316,cu_000116,36715,porto alegre,RS
c_000317,cu_000861,37605,sao paulo,SP
c_000318,cu_000693,41174,sao paulo,SP
c_000319,cu_001115,19956,sao paulo,SP
c_000320,cu_001106,86373,sao paulo,SP
c_000321,cu_000324,79252,rio de janeiro,RJ
c_000322,cu_000961,71949,porto alegre,RS
c_000323,cu_000114,72646,belo horizonte,MG
c_000324,cu_001082,80017,sao paulo,SP
c_000325,cu_000154,73037,goiania,GO
c_000326,cu_000315,99818,curitiba,PR
c_000327,cu_001065,16548,belo horizonte,MG
c_000328,cu_000105,83294,belo horizonte,MG
c_000329,cu_000354,33177,sao paulo,SP
c_000330,cu_001016,34022,sao paulo,SP
c_000331,cu_000733,15542,sao paulo,SP
c_000332,cu_000709,70428,curitiba,PR
c_000333,cu_000651,32740,sao paulo,SP
c_000334,cu_000824,69353,sao paulo,SP
c_000335,cu_000947,66532,sao paulo,SP
c_000336,cu_000661,26052,sao paulo,SP
c_000337,cu_000099,57076,florianopolis,SC
c_000338,cu_000588,63420,porto alegre,RS
c_000339,cu_000282,10671,rio de janeiro,RJ
c_000340,cu_000403,10163,sao paulo,SP
c_000341,cu_001133,51424,rio de janeiro,RJ
c_000342,cu_000700,63744,rio de janeiro,RJ
c_000343,cu_000199,80331,sao paulo,SP
c_000344,cu_000327,20634,rio de janeiro,RJ
c_000345,cu_000154,14798,sao paulo,SP
c_000346,cu_000552,32420,belo horizonte,MG
c_000347,cu_000405,39300,belo horizonte,MG
c_000348,cu_000462,99881,sao paulo,SP
c_000349,cu_000132,20749,sao paulo,SP
c_000350,cu_000791,35121,belo horizonte,MG
c_000351,cu_000874,47487,rio de janeiro,RJ
c_000352,cu_000084,43361,florianopolis,SC
c_000353,cu_000754,31223,belo horizonte,MG
c_000354,cu_000628,82930,sao paulo,SP
c_000355,cu_001133,24056,sao paulo,SP
c_000356,cu_000221,38380,belo horizonte,MG
c_000357,cu_000553,36035,sao paulo,SP
c_000358,cu_001171,40620,belo horizonte,MG
c_000359,cu_000112,29877,brasilia,DF
c_000360,cu_000615,65316,belo horizonte,MG
c_000361,cu_000924,74041,sao paulo,SP
c_000362,cu_000475,63352,belo horizonte,MG
c_000363,cu_000836,40911,rio de janeiro,RJ
c_000364,cu_000271,42784,rio de janeiro,RJ
c_000365,cu_000421,13191,brasilia,DF
c_000366,cu_000707,43160,sao paulo,SP
c_000367,cu_000040,74641,goiania,GO
c_000368,cu_000189,59723,fortaleza,CE
c_000369,cu_001188,13631,sao paulo,SP
c_000370,cu_000994,16172,sao paulo,SP
c_000371,cu_000536,52080,sao paulo,SP
c_000372,cu_001028,99097,sao paulo,SP
c_000373,cu_000290,30281,sao paulo,SP
c_000374,cu_000433,38671,porto alegre,RS
c_000375,cu_000471,61431,sao paulo,SP
c_000376,cu_000628,38602,sao paulo,SP
c_000377,cu_000279,98789,florianopolis,SC
c_000378,cu_000877,61399,sao paulo,SP
c_000379,cu_000581,33472,salvador,BA
c_000380,cu_000863,59230,sao paulo,SP
c_000381,cu_000254,83616,sao paulo,SP
c_000382,cu_000181,17099,porto alegre,RS
c_000383,cu_000681,35431,belo horizonte,MG
c_000384,cu_000825,66492,recife,PE
c_000385,cu_000700,57684,curitiba,PR
c_000386,cu_000566,40111,salvador,BA
c_000387,cu_000680,73936,sao paulo,SP
c_000388,cu_000391,32614,sao paulo,SP
c_000389,cu_001109,51991,curitiba,PR
c_000390,cu_000212,80476,salvador,BA
c_000391,cu_000384,70920,vitoria,ES
c_000392,cu_000342,73530,sao paulo,SP
c_000393,cu_000844,46224,sao paulo,SP
c_000394,cu_001062,17788,curitiba,PR
c_000395,cu_000420,38082,sao paulo,SP
c_000396,cu_000751,99570,brasilia,DF
c_000397,cu_001193,86816,florianopolis,SC
c_000398,cu_000306,93588,rio de janeiro,RJ
c_000399,cu_000702,26531,curitiba,PR
c_000400,cu_000869,98340,curitiba,PR
c_000401,cu_000537,54857,sao paulo,SP
c_000402,cu_001136,20142,fortaleza,CE
c_000403,cu_000206,58355,rio de janeiro,RJ
c_000404,cu_000496,19866,florianopolis,SC
c_000405,cu_001071,80067,sao paulo,SP
c_000406,cu_000504,74027,fortaleza,CE
c_000407,cu_001046,67906,sao paulo,SP
c_000408,cu_000213,38138,sao paulo,SP
c_000409,cu_000310,39956,fortaleza,CE
c_000410,cu_000661,86295,sao paulo,SP
c_000411,cu_000753,15439,sao paulo,SP
c_000412,cu_000272,57241,goiania,GO
c_000413,cu_000938,52533,goiania,GO
c_000414,cu_000032,38270,belo horizonte,MG
c_000415,cu_000443,88815,belo horizonte,MG
c_000416,cu_000162,49279,rio de janeiro,RJ
c_000417,cu_000767,33888,sao paulo,SP
c_000418,cu_000254,27630,sao paulo,SP
c_000419,cu_000521,71063,porto alegre,RS
c_000420,cu_000977,45144,curitiba,PR
c_000421,cu_000010,62161,salvador,BA
c_000422,cu_000726,87360,salvador,BA
c_000423,cu_000505,60979,sao paulo,SP
c_000424,cu_000785,16979,rio de janeiro,RJ
c_000425,cu_000436,36189,sao paulo,SP
c_000426,cu_001135,52600,rio de janeiro,RJ
c_000427,cu_000153,69560,rio de janeiro,RJ
c_000428,cu_000917,88040,recife,PE
c_000429,cu_000869,71558,sao paulo,SP
c_000430,cu_001126,96205,sao paulo,SP
c_000431,cu_000753,16910,sao paulo,SP
c_000432,cu_000563,67713,curitiba,PR
c_000433,cu_001105,56857,belo horizonte,MG
c_000434,cu_000489,44964,sao paulo,SP
c_000435,cu_000895,95667,sao paulo,SP
c_000436,cu_001112,35227,porto alegre,RS
c_000437,cu_000104,15978,sao paulo,SP
c_000438,cu_001120,97527,florianopolis,SC
c_000439,cu_001025,27153,porto alegre,RS
c_000440,cu_001007,69765,sao paulo,SP
c_000441,cu_000407,49071,sao paulo,SP
c_000442,cu_000167,79519,vitoria,ES
c_000443,cu_000509,19503,sao paulo,SP
c_000444,cu_000313,70703,sao paulo,SP
c_000445,cu_000763,74379,salvador,BA
c_000446,cu_000681,67866,brasilia,DF
c_000447,cu_000477,26905,vitoria,ES
c_000448,cu_000073,55838,curitiba,PR
c_000449,cu_001165,68279,sao paulo,SP
c_000450,cu_000582,99489,sao paulo,SP
c_000451,cu_000262,36806,curitiba,PR
c_000452,cu_000245,55000,belo horizonte,MG
c_000453,cu_000561,32168,rio de janeiro,RJ
c_000454,cu_001100,80119,fortaleza,CE
c_000455,cu_000175,48714,sao paulo,SP
c_000456,cu_000109,64093,rio de janeiro,RJ
c_000457,cu_000183,65419,sao paulo,SP
c_000458,cu_000192,59145,rio de janeiro,RJ
c_000459,cu_000065,87425,sao paulo,SP
c_000460,cu_000963,87811,sao paulo,SP
c_000461,cu_001124,12461,sao paulo,SP
c_000462,cu_000864,24291,belo horizonte,MG
c_000463,cu_001152,56804,curitiba,PR
c_000464,cu_000369,86971,belo horizonte,MG
c_000465,cu_000851,74946,goiania,GO
c_000466,cu_000043,94080,sao paulo,SP
c_000467,cu_000488,71332,sao paulo,SP
c_000468,cu_000078,87794,recife,PE
c_000469,cu_000826,40841,sao paulo,SP
c_000470,cu_000674,58758,goiania,GO
c_000471,cu_000701,86272,sao paulo,SP
c_000472,cu_000759,47643,goiania,GO
c_000473,cu_000728,60408,sao paulo,SP
c_000474,cu_000925,53950,fortaleza,CE
c_000475,cu_000902,66849,rio de janeiro,RJ
c_000476,cu_000889,38044,vitoria,ES
c_000477,cu_000993,25997,sao paulo,SP
c_000478,cu_001192,89751,belo horizonte,MG
c_000479,cu_000339,33911,goiania,GO
c_000480,cu_000193,65533,rio de janeiro,RJ
c_000481,cu_000283,92566,belo horizonte,MG
c_000482,cu_000390,24571,porto alegre,RS
c_000483,cu_001000,67941,rio de janeiro,RJ
c_000484,cu_000525,68005,belo horizonte,MG
c_000485,cu_000659,96250,belo horizonte,MG
c_000486,cu_000716,68712,fortaleza,CE
c_000487,cu_000891,53541,sao paulo,SP
c_000488,cu_001113,33387,sao paulo,SP
c_000489,cu_001119,58908,goiania,GO
c_000490,cu_000452,95457,fortaleza,CE
c_000491,cu_000428,23057,rio de janeiro,RJ
c_000492,cu_001175,74028,belo horizonte,MG
c_000493,cu_001046,65731,sao paulo,SP
c_000494,cu_000883,34858,sao paulo,SP
c_000495,cu_000313,58689,rio de janeiro,RJ
c_000496,cu_000840,54638,sao paulo,SP
c_000497,cu_000519,56486,belo horizonte,MG
c_000498,cu_000375,30567,sao paulo,SP
c_000499,cu_000451,39739,goiania,GO
c_000500,cu_001015,67804,vitoria,ES
c_000501,cu_000595,13754,porto alegre,RS
c_000502,cu_000500,37044,rio de janeiro,RJ
c_000503,cu_000464,77260,sao paulo,SP
c_000504,cu_001148,76912,salvador,BA
c_000505,cu_000113,18706,porto alegre,RS
c_000506,cu_001036,18894,sao paulo,SP
c_000507,cu_001150,28037,fortaleza,CE
c_000508,cu_000331,93986,florianopolis,SC
c_000509,cu_000140,91942,brasilia,DF
c_000510,cu_000902,61612,porto alegre,RS
c_000511,cu_001121,39725,belo horizonte,MG
c_000512,cu_000517,15926,sao paulo,SP
c_000513,cu_000569,19496,brasilia,DF
c_000514,cu_000846,66447,recife,PE
c_000515,cu_001093,39806,sao paulo,SP
c_000516,cu_000118,98199,sao paulo,SP
c_000517,cu_000888,51321,sao paulo,SP
c_000518,cu_001083,75095,salvador,BA
c_000519,cu_001057,32656,vitoria,ES
c_000520,cu_000050,65147,sao paulo,SP
c_000521,cu_000019,59666,belo horizonte,MG
c_000522,cu_000726,92368,sao paulo,SP
c_000523,cu_000197,48787,goiania,GO
c_000524,cu_000559,72946,florianopolis,SC
c_000525,cu_000452,31727,florianopolis,SC
c_000526,cu_000289,78056,rio de janeiro,RJ
c_000527,cu_001165,13081,sao paulo,SP
c_000528,cu_001108,44196,sao paulo,SP
c_000529,cu_000391,46735,sao paulo,SP
c_000530,cu_000215,90102,recife,PE
c_000531,cu_000215,89578,salvador,BA
c_000532,cu_000128,35498,vitoria,ES
c_000533,cu_000760,86865,vitoria,ES
c_000534,cu_000404,41656,belo horizonte,MG
c_000535,cu_001053,77695,curitiba,PR
c_000536,cu_000338,47900,brasilia,DF
c_000537,cu_000831,94899,florianopolis,SC
c_000538,cu_000714,57701,sao paulo,SP
c_000539,cu_000361,29033,rio de janeiro,RJ
c_000540,cu_000569,20805,sao paulo,SP
c_000541,cu_000218,45851,goiania,GO
c_000542,cu_000202,36832,belo horizonte,MG
c_000543,cu_000017,73437,sao paulo,SP
c_000544,cu_000322,23944,porto alegre,RS
c_000545,cu_000518,29873,belo horizonte,MG
c_000546,cu_000681,50372,sao paulo,SP
c_000547,cu_001106,99464,sao paulo,SP
c_000548,cu_000425,25379,porto alegre,RS
c_000549,cu_001019,46751,rio de janeiro,RJ
c_000550,cu_000387,99822,curitiba,PR
c_000551,cu_000778,15110,rio de janeiro,RJ
c_000552,cu_000098,64341,florianopolis,SC
c_000553,cu_000208,22087,belo horizonte,MG
c_000554,cu_000586,33762,belo horizonte,MG
c_000555,cu_000166,92617,recife,PE
c_000556,cu_000022,19596,sao paulo,SP
c_000557,cu_000154,28313,sao paulo,SP
c_000558,cu_000219,76549,sao paulo,SP
c_000559,cu_000669,33705,curitiba,PR
c_000560,cu_000230,77364,belo horizonte,MG
c_000561,cu_000020,83445,porto alegre,RS
c_000562,cu_000553,88645,sao paulo,SP
c_000563,cu_000950,12023,sao paulo,SP
c_000564,cu_000148,69796,sao paulo,SP
c_000565,cu_001132,90073,sao paulo,SP
c_000566,cu_000403,74429,belo horizonte,MG
c_000567,cu_000596,71627,sao paulo,SP
c_000568,cu_000367,43848,rio de janeiro,RJ
c_000569,cu_000802,47804,fortaleza,CE
c_000570,cu_000918,25379,sao paulo,SP
c_000571,cu_001158,69664,rio de janeiro,RJ
c_000572,cu_000073,37766,salvador,BA
c_000573,cu_000481,78099,sao paulo,SP
c_000574,cu_000560,46060,belo horizonte,MG
c_000575,cu_000745,79122,recife,PE
c_000576,cu_000100,26087,brasilia,DF
c_000577,cu_001083,58868,sao paulo,SP
c_000578,cu_000508,33225,brasilia,DF
c_000579,cu_000258,16643,rio de janeiro,RJ
c_000580,cu_000413,46727,sao paulo,SP
c_000581,cu_001089,21005,rio de janeiro,RJ
c_000582,cu_000595,75697,vitoria,ES
c_000583,cu_001178,26029,rio de janeiro,RJ
c_000584,cu_000266,24226,sao paulo,SP
c_000585,cu_000821,73646,belo horizonte,MG
c_000586,cu_001103,70603,sao paulo,SP
c_000587,cu_000662,38731,sao paulo,SP
c_000588,cu_000947,78926,sao paulo,SP
c_000589,cu_000560,15997,sao paulo,SP
c_000590,cu_000917,65506,sao paulo,SP
c_000591,cu_000891,88229,sao paulo,SP
c_000592,cu_000868,59815,belo horizonte,MG
c_000593,cu_000610,52092,sao paulo,SP
c_000594,cu_000414,72539,sao paulo,SP
c_000595,cu_000025,76077,fortaleza,CE
c_000596,cu_000284,31817,rio de janeiro,RJ
c_000597,cu_000881,47861,belo horizonte,MG
c_000598,cu_000301,23428,sao paulo,SP
c_000599,cu_001092,53934,sao paulo,SP
c_000600,cu_001031,20258,sao paulo,SP
c_000601,cu_000817,67775,sao paulo,SP
c_000602,cu_001161,91580,sao paulo,SP
